20211201040159,10.0.0.3,56810,10.0.0.4,5001,5,0.0-1.0,30796064,246368512
20211201040200,10.0.0.3,56810,10.0.0.4,5001,5,1.0-2.0,149144,1193152
20211201040201,10.0.0.3,56810,10.0.0.4,5001,5,2.0-3.0,1303200,10425600
20211201040202,10.0.0.3,56810,10.0.0.4,5001,5,3.0-4.0,23103752,184830016
20211201040203,10.0.0.3,56810,10.0.0.4,5001,5,4.0-5.0,31719424,253755392
20211201040204,10.0.0.3,56810,10.0.0.4,5001,5,5.0-6.0,21102592,168820736
20211201040205,10.0.0.3,56810,10.0.0.4,5001,5,6.0-7.0,31588352,252706816
20211201040206,10.0.0.3,56810,10.0.0.4,5001,5,7.0-8.0,31719424,253755392
20211201040207,10.0.0.3,56810,10.0.0.4,5001,5,8.0-9.0,31719424,253755392
20211201040208,10.0.0.3,56810,10.0.0.4,5001,5,9.0-10.0,31588352,252706816
20211201040209,10.0.0.3,56810,10.0.0.4,5001,5,10.0-11.0,31719424,253755392
20211201040210,10.0.0.3,56810,10.0.0.4,5001,5,11.0-12.0,31719424,253755392
20211201040211,10.0.0.3,56810,10.0.0.4,5001,5,12.0-13.0,21102592,168820736
20211201040212,10.0.0.3,56810,10.0.0.4,5001,5,13.0-14.0,31588352,252706816
20211201040213,10.0.0.3,56810,10.0.0.4,5001,5,14.0-15.0,31719424,253755392
20211201040214,10.0.0.3,56810,10.0.0.4,5001,5,15.0-16.0,31588352,252706816
20211201040215,10.0.0.3,56810,10.0.0.4,5001,5,16.0-17.0,31719424,253755392
20211201040216,10.0.0.3,56810,10.0.0.4,5001,5,17.0-18.0,31719424,253755392
20211201040217,10.0.0.3,56810,10.0.0.4,5001,5,18.0-19.0,31588352,252706816
20211201040218,10.0.0.3,56810,10.0.0.4,5001,5,19.0-20.0,21102592,168820736
20211201040219,10.0.0.3,56810,10.0.0.4,5001,5,20.0-21.0,31719424,253755392
20211201040220,10.0.0.3,56810,10.0.0.4,5001,5,21.0-22.0,31719424,253755392
20211201040221,10.0.0.3,56810,10.0.0.4,5001,5,22.0-23.0,31588352,252706816
20211201040222,10.0.0.3,56810,10.0.0.4,5001,5,23.0-24.0,31719424,253755392
20211201040223,10.0.0.3,56810,10.0.0.4,5001,5,24.0-25.0,31588352,252706816
20211201040224,10.0.0.3,56810,10.0.0.4,5001,5,25.0-26.0,21102592,168820736
20211201040225,10.0.0.3,56810,10.0.0.4,5001,5,26.0-27.0,31719424,253755392
20211201040226,10.0.0.3,56810,10.0.0.4,5001,5,27.0-28.0,31719424,253755392
20211201040227,10.0.0.3,56810,10.0.0.4,5001,5,28.0-29.0,31588352,252706816
20211201040228,10.0.0.3,56810,10.0.0.4,5001,5,29.0-30.0,31719424,253755392
20211201040229,10.0.0.3,56810,10.0.0.4,5001,5,30.0-31.0,31588352,252706816
20211201040230,10.0.0.3,56810,10.0.0.4,5001,5,31.0-32.0,31719424,253755392
20211201040231,10.0.0.3,56810,10.0.0.4,5001,5,32.0-33.0,21102592,168820736
20211201040232,10.0.0.3,56810,10.0.0.4,5001,5,33.0-34.0,31719424,253755392
20211201040233,10.0.0.3,56810,10.0.0.4,5001,5,34.0-35.0,31588352,252706816
20211201040234,10.0.0.3,56810,10.0.0.4,5001,5,35.0-36.0,31719424,253755392
20211201040235,10.0.0.3,56810,10.0.0.4,5001,5,36.0-37.0,31719424,253755392
20211201040236,10.0.0.3,56810,10.0.0.4,5001,5,37.0-38.0,31588352,252706816
20211201040237,10.0.0.3,56810,10.0.0.4,5001,5,38.0-39.0,31719424,253755392
20211201040238,10.0.0.3,56810,10.0.0.4,5001,5,39.0-40.0,21102592,168820736
20211201040239,10.0.0.3,56810,10.0.0.4,5001,5,40.0-41.0,31588352,252706816
20211201040240,10.0.0.3,56810,10.0.0.4,5001,5,41.0-42.0,31719424,253755392
20211201040241,10.0.0.3,56810,10.0.0.4,5001,5,42.0-43.0,31719424,253755392
20211201040242,10.0.0.3,56810,10.0.0.4,5001,5,43.0-44.0,31588352,252706816
20211201040243,10.0.0.3,56810,10.0.0.4,5001,5,44.0-45.0,31719424,253755392
20211201040244,10.0.0.3,56810,10.0.0.4,5001,5,45.0-46.0,31588352,252706816
20211201040245,10.0.0.3,56810,10.0.0.4,5001,5,46.0-47.0,21233664,169869312
20211201040246,10.0.0.3,56810,10.0.0.4,5001,5,47.0-48.0,31588352,252706816
20211201040247,10.0.0.3,56810,10.0.0.4,5001,5,48.0-49.0,31719424,253755392
20211201040248,10.0.0.3,56810,10.0.0.4,5001,5,49.0-50.0,31588352,252706816
20211201040248,10.0.0.3,56810,10.0.0.4,5001,5,0.0-50.2,1438161760,229258510
