20211201035329,10.0.0.3,56120,10.0.0.4,5001,5,0.0-1.0,32313568,258508544
20211201035330,10.0.0.3,56120,10.0.0.4,5001,5,1.0-2.0,24248320,193986560
20211201035331,10.0.0.3,56120,10.0.0.4,5001,5,2.0-3.0,31457280,251658240
20211201035332,10.0.0.3,56120,10.0.0.4,5001,5,3.0-4.0,31457280,251658240
20211201035333,10.0.0.3,56120,10.0.0.4,5001,5,4.0-5.0,31457280,251658240
20211201035334,10.0.0.3,56120,10.0.0.4,5001,5,5.0-6.0,31457280,251658240
20211201035335,10.0.0.3,56120,10.0.0.4,5001,5,6.0-7.0,20971520,167772160
20211201035336,10.0.0.3,56120,10.0.0.4,5001,5,7.0-8.0,31588352,252706816
20211201035337,10.0.0.3,56120,10.0.0.4,5001,5,8.0-9.0,31457280,251658240
20211201035338,10.0.0.3,56120,10.0.0.4,5001,5,9.0-10.0,31457280,251658240
20211201035339,10.0.0.3,56120,10.0.0.4,5001,5,10.0-11.0,31457280,251658240
20211201035340,10.0.0.3,56120,10.0.0.4,5001,5,11.0-12.0,31457280,251658240
20211201035341,10.0.0.3,56120,10.0.0.4,5001,5,12.0-13.0,31457280,251658240
20211201035342,10.0.0.3,56120,10.0.0.4,5001,5,13.0-14.0,20971520,167772160
20211201035343,10.0.0.3,56120,10.0.0.4,5001,5,14.0-15.0,31457280,251658240
20211201035344,10.0.0.3,56120,10.0.0.4,5001,5,15.0-16.0,31457280,251658240
20211201035345,10.0.0.3,56120,10.0.0.4,5001,5,16.0-17.0,31588352,252706816
20211201035346,10.0.0.3,56120,10.0.0.4,5001,5,17.0-18.0,31457280,251658240
20211201035347,10.0.0.3,56120,10.0.0.4,5001,5,18.0-19.0,31457280,251658240
20211201035348,10.0.0.3,56120,10.0.0.4,5001,5,19.0-20.0,31457280,251658240
20211201035349,10.0.0.3,56120,10.0.0.4,5001,5,20.0-21.0,31457280,251658240
20211201035350,10.0.0.3,56120,10.0.0.4,5001,5,21.0-22.0,20971520,167772160
20211201035351,10.0.0.3,56120,10.0.0.4,5001,5,22.0-23.0,31457280,251658240
20211201035352,10.0.0.3,56120,10.0.0.4,5001,5,23.0-24.0,31457280,251658240
20211201035353,10.0.0.3,56120,10.0.0.4,5001,5,24.0-25.0,31457280,251658240
20211201035354,10.0.0.3,56120,10.0.0.4,5001,5,25.0-26.0,31588352,252706816
20211201035355,10.0.0.3,56120,10.0.0.4,5001,5,26.0-27.0,31457280,251658240
20211201035356,10.0.0.3,56120,10.0.0.4,5001,5,27.0-28.0,31457280,251658240
20211201035357,10.0.0.3,56120,10.0.0.4,5001,5,28.0-29.0,31457280,251658240
20211201035358,10.0.0.3,56120,10.0.0.4,5001,5,29.0-30.0,20971520,167772160
20211201035359,10.0.0.3,56120,10.0.0.4,5001,5,30.0-31.0,31457280,251658240
20211201035400,10.0.0.3,56120,10.0.0.4,5001,5,31.0-32.0,31457280,251658240
20211201035401,10.0.0.3,56120,10.0.0.4,5001,5,32.0-33.0,31457280,251658240
20211201035402,10.0.0.3,56120,10.0.0.4,5001,5,33.0-34.0,31457280,251658240
20211201035403,10.0.0.3,56120,10.0.0.4,5001,5,34.0-35.0,31588352,252706816
20211201035404,10.0.0.3,56120,10.0.0.4,5001,5,35.0-36.0,31457280,251658240
20211201035405,10.0.0.3,56120,10.0.0.4,5001,5,36.0-37.0,31457280,251658240
20211201035406,10.0.0.3,56120,10.0.0.4,5001,5,37.0-38.0,20971520,167772160
20211201035407,10.0.0.3,56120,10.0.0.4,5001,5,38.0-39.0,31457280,251658240
20211201035408,10.0.0.3,56120,10.0.0.4,5001,5,39.0-40.0,31457280,251658240
20211201035409,10.0.0.3,56120,10.0.0.4,5001,5,40.0-41.0,31457280,251658240
20211201035410,10.0.0.3,56120,10.0.0.4,5001,5,41.0-42.0,31457280,251658240
20211201035411,10.0.0.3,56120,10.0.0.4,5001,5,42.0-43.0,31457280,251658240
20211201035412,10.0.0.3,56120,10.0.0.4,5001,5,43.0-44.0,31588352,252706816
20211201035413,10.0.0.3,56120,10.0.0.4,5001,5,44.0-45.0,28049408,224395264
20211201035414,10.0.0.3,56120,10.0.0.4,5001,5,45.0-46.0,24379392,195035136
20211201035415,10.0.0.3,56120,10.0.0.4,5001,5,46.0-47.0,31457280,251658240
20211201035416,10.0.0.3,56120,10.0.0.4,5001,5,47.0-48.0,31457280,251658240
20211201035417,10.0.0.3,56120,10.0.0.4,5001,5,48.0-49.0,31457280,251658240
20211201035418,10.0.0.3,56120,10.0.0.4,5001,5,49.0-50.0,31457280,251658240
20211201035418,10.0.0.3,56120,10.0.0.4,5001,5,0.0-50.2,1504252128,239613943
