20211201035745,10.0.0.1,60744,10.0.0.2,5001,5,0.0-1.0,49134560,393076480
20211201035746,10.0.0.1,60744,10.0.0.2,5001,5,1.0-2.0,31850496,254803968
20211201035747,10.0.0.1,60744,10.0.0.2,5001,5,2.0-3.0,31850496,254803968
20211201035748,10.0.0.1,60744,10.0.0.2,5001,5,3.0-4.0,21233664,169869312
20211201035749,10.0.0.1,60744,10.0.0.2,5001,5,4.0-5.0,31719424,253755392
20211201035750,10.0.0.1,60744,10.0.0.2,5001,5,5.0-6.0,31719424,253755392
20211201035751,10.0.0.1,60744,10.0.0.2,5001,5,6.0-7.0,31719424,253755392
20211201035752,10.0.0.1,60744,10.0.0.2,5001,5,7.0-8.0,31719424,253755392
20211201035753,10.0.0.1,60744,10.0.0.2,5001,5,8.0-9.0,31588352,252706816
20211201035754,10.0.0.1,60744,10.0.0.2,5001,5,9.0-10.0,21102592,168820736
20211201035755,10.0.0.1,60744,10.0.0.2,5001,5,10.0-11.0,31719424,253755392
20211201035756,10.0.0.1,60744,10.0.0.2,5001,5,11.0-12.0,31719424,253755392
20211201035757,10.0.0.1,60744,10.0.0.2,5001,5,12.0-13.0,31588352,252706816
20211201035758,10.0.0.1,60744,10.0.0.2,5001,5,13.0-14.0,31719424,253755392
20211201035759,10.0.0.1,60744,10.0.0.2,5001,5,14.0-15.0,31719424,253755392
20211201035800,10.0.0.1,60744,10.0.0.2,5001,5,15.0-16.0,31588352,252706816
20211201035801,10.0.0.1,60744,10.0.0.2,5001,5,16.0-17.0,21233664,169869312
20211201035802,10.0.0.1,60744,10.0.0.2,5001,5,17.0-18.0,31588352,252706816
20211201035803,10.0.0.1,60744,10.0.0.2,5001,5,18.0-19.0,31719424,253755392
20211201035804,10.0.0.1,60744,10.0.0.2,5001,5,19.0-20.0,31588352,252706816
20211201035805,10.0.0.1,60744,10.0.0.2,5001,5,20.0-21.0,31719424,253755392
20211201035806,10.0.0.1,60744,10.0.0.2,5001,5,21.0-22.0,31719424,253755392
20211201035807,10.0.0.1,60744,10.0.0.2,5001,5,22.0-23.0,31588352,252706816
20211201035808,10.0.0.1,60744,10.0.0.2,5001,5,23.0-24.0,21102592,168820736
20211201035809,10.0.0.1,60744,10.0.0.2,5001,5,24.0-25.0,31719424,253755392
20211201035810,10.0.0.1,60744,10.0.0.2,5001,5,25.0-26.0,31588352,252706816
20211201035811,10.0.0.1,60744,10.0.0.2,5001,5,26.0-27.0,31719424,253755392
20211201035812,10.0.0.1,60744,10.0.0.2,5001,5,27.0-28.0,31719424,253755392
20211201035813,10.0.0.1,60744,10.0.0.2,5001,5,28.0-29.0,31588352,252706816
20211201035814,10.0.0.1,60744,10.0.0.2,5001,5,29.0-30.0,31719424,253755392
20211201035815,10.0.0.1,60744,10.0.0.2,5001,5,30.0-31.0,21102592,168820736
20211201035816,10.0.0.1,60744,10.0.0.2,5001,5,31.0-32.0,31719424,253755392
20211201035817,10.0.0.1,60744,10.0.0.2,5001,5,32.0-33.0,31588352,252706816
20211201035818,10.0.0.1,60744,10.0.0.2,5001,5,33.0-34.0,31719424,253755392
20211201035819,10.0.0.1,60744,10.0.0.2,5001,5,34.0-35.0,31588352,252706816
20211201035820,10.0.0.1,60744,10.0.0.2,5001,5,35.0-36.0,31719424,253755392
20211201035821,10.0.0.1,60744,10.0.0.2,5001,5,36.0-37.0,31719424,253755392
20211201035822,10.0.0.1,60744,10.0.0.2,5001,5,37.0-38.0,21102592,168820736
20211201035823,10.0.0.1,60744,10.0.0.2,5001,5,38.0-39.0,31588352,252706816
20211201035824,10.0.0.1,60744,10.0.0.2,5001,5,39.0-40.0,31719424,253755392
20211201035825,10.0.0.1,60744,10.0.0.2,5001,5,40.0-41.0,31588352,252706816
20211201035826,10.0.0.1,60744,10.0.0.2,5001,5,41.0-42.0,31719424,253755392
20211201035827,10.0.0.1,60744,10.0.0.2,5001,5,42.0-43.0,31719424,253755392
20211201035828,10.0.0.1,60744,10.0.0.2,5001,5,43.0-44.0,21102592,168820736
20211201035829,10.0.0.1,60744,10.0.0.2,5001,5,44.0-45.0,31588352,252706816
20211201035830,10.0.0.1,60744,10.0.0.2,5001,5,45.0-46.0,31719424,253755392
20211201035831,10.0.0.1,60744,10.0.0.2,5001,5,46.0-47.0,31719424,253755392
20211201035832,10.0.0.1,60744,10.0.0.2,5001,5,47.0-48.0,31588352,252706816
20211201035833,10.0.0.1,60744,10.0.0.2,5001,5,48.0-49.0,31719424,253755392
20211201035834,10.0.0.1,60744,10.0.0.2,5001,5,49.0-50.0,31588352,252706816
20211201035834,10.0.0.1,60744,10.0.0.2,5001,5,0.0-50.3,1527626720,242873366
